table,category,subcategory,roll_display,roll_low,roll_high,name,reroll,page,page_status
F,Wands,,667-674,667,674,Orgel's of Earth Passage,False,1491,filled
F,Wands,,675-683,675,683,of Paralyzation,False,1491,filled
F,Wands,,684-691,684,691,Phandore's of Fire,False,1491,filled
F,Wands,,692-700,692,700,of Polymorphing,False,1491,filled
F,Wands,,701-708,701,708,of Portraiture,False,1491,filled
F,Wands,,709-717,709,717,of Prime Material Pocket,False,1491,filled
F,Wands,,718-725,718,725,of Revealing,False,422,review
F,Wands,,726-734,726,734,Robin Goodfellow's,False,1492,filled
F,Wands,,735-742,735,742,Runestick,False,1492,filled
F,Wands,,743-751,743,751,Rust,False,422,review
F,Wands,,752-760,752,760,of Salt,False,1045,review
F,Wands,,761-768,761,768,Sathallarin's of Wonder,False,1493,filled
F,Wands,,769-777,769,777,Scant of Storms,False,1493,filled
F,Wands,,778-785,778,785,of Secret Door Detection,False,1493,filled
F,Wands,,786-794,786,794,of Secret Door & Trap Detection,False,1493,filled
F,Wands,,795-802,795,802,of Secret Door and Trap Location,False,1494,filled
F,Wands,,803-811,803,811,of Size Alteration,False,1494,filled
F,Wands,,812-819,812,819,of Sleep,False,547,review
F,Wands,,820-828,820,828,of the Squid,False,1494,filled
F,Wands,,829-836,829,836,of Steam and Vapor,False,1494,filled
F,Wands,,837-845,837,845,of the Sun,False,1406,filled
F,Wands,,846-854,846,854,of Teeth,False,1041,review
F,Wands,,855-862,855,862,Thithion's of Fire,False,1495,filled
F,Wands,,863-871,863,871,Titania's,False,1495,filled
F,Wands,,872-879,872,879,of Trap Detection,False,275,review
F,Wands,,880-888,880,888,of the Underdark,False,1495,filled
F,Wands,,889-896,889,896,of Viscid Globs,False,1495,filled
F,Wands,,897-905,897,905,of Warding,False,1319,filled
F,Wands,,906-913,906,913,of Water-Finding,False,1496,filled
F,Wands,,914-922,914,922,of Whips,False,1496,filled
F,Wands,,923-930,923,930,Witch,False,1497,filled
F,Wands,,931-939,931,939,of Wonder,False,1497; 1498; 1499; 1500,filled
F,Wands,,940-947,940,947,of Wonder II,False,1497; 1498; 1499; 1500,filled
F,Wands,,948-956,948,956,of Wonder III,False,1497; 1498; 1499; 1500,filled
F,Wands,,957-965,957,965,of Wonder IV,False,1497; 1498; 1499; 1500,filled
F,Wands,,966-973,966,973,of Wonder V (Alternate),False,490,review
F,Wands,,974-982,974,982,of a Wonder,False,1497; 1498; 1499; 1500,filled
F,Wands,,983-990,983,990,of Wondrousness,False,1503,filled
F,Wands,,991-1000,991,1000,Yatil of Zooming,False,1504,filled
