table,category,subcategory,roll_display,roll_low,roll_high,name,reroll,page,page_status
N,Misc: Household,,193,193,193,of Seeing,False,528,filled
N,Misc: Household,,194-195,194,195,of Travel,False,1315,filled
N,Misc: Household,,196-197,196,197,of Ugliness,False,895,filled
N,Misc: Household,,198-199,198,199,Couch of Comfortable Seating,False,274,filled
N,Misc: Household,,200-201,200,201,Cloak Clasp of Holding,False,309,filled
N,Misc: Household,,202-203,202,203,of Binding,False,329,filled
N,Misc: Household,,204-205,204,205,of Ekbir,False,330,filled
N,Misc: Household,,206-207,206,207,Faithful Knot,False,330; 465,filled
N,Misc: Household,,208-209,208,209,Kybal's,False,330,filled
N,Misc: Household,,210-211,210,211,of Entrapment,False,234,filled
N,Misc: Household,,212-213,212,213,of Restlessness,False,331,filled
N,Misc: Household,,214-215,214,215,of Suspension,False,331,filled
N,Misc: Household,,216,216,216,of Death,False,1478,filled
N,Misc: Household,,217-218,217,218,of Scenery,False,353,filled
N,Misc: Household,,219-220,219,220,of Spying,False,353,filled
N,Misc: Household,,221-222,221,222,Cushion of Regeneration,False,353,filled
N,Misc: Household,,223-224,223,224,of Restudying,False,405,filled
N,Misc: Household,,225-226,225,226,of Studying,False,405,filled
N,Misc: Household,,227-228,227,228,Dicerion of Light and Darkness,False,406,filled
N,Misc: Household,,229-230,229,230,Magical,False,1284,filled
N,Misc: Household,,231-232,231,232,Aruthir's Living,False,411,filled
N,Misc: Household,,233-234,233,234,Back,False,411,filled
N,Misc: Household,,235-236,235,236,Black Crystal,False,411,filled
N,Misc: Household,,237-238,237,238,of Disappearance,False,419; 423,filled
N,Misc: Household,,239-240,239,240,of Displacement,False,1009,filled
N,Misc: Household,,241,241,241,Front,False,412,filled
N,Misc: Household,,242-243,242,243,of Guarding,False,303,filled
N,Misc: Household,,244-245,244,245,Revolving,False,412,filled
N,Misc: Household,,246-247,246,247,Lesser of Teleportation,False,412,filled
N,Misc: Household,,248-249,248,249,Greater of Teleportation,False,412,filled
N,Misc: Household,,250-251,250,251,of Terror,False,413,filled
N,Misc: Household,,252-253,252,253,Trick,False,413,filled
N,Misc: Household,,254-255,254,255,Drawer of Easy Retrieval,False,413,filled
N,Misc: Household,,256-257,256,257,Ema of Wishes,False,446,filled
N,Misc: Household,,258-259,258,259,Epox's Iron Rations,False,446,filled
N,Misc: Household,,260-261,260,261,Everclean Towel,False,447,filled
N,Misc: Household,,262-263,262,263,Everdamp Sponge,False,447,filled
N,Misc: Household,,264,264,264,Faithful Knot,False,330; 465,filled
N,Misc: Household,,265-266,265,266,of Charming,False,1321,filled
N,Misc: Household,,267-268,267,268,Club,False,465,filled
N,Misc: Household,,269-270,269,270,Cooling,False,465,filled
N,Misc: Household,,271-272,271,272,of Dancing,False,465,filled
N,Misc: Household,,273-274,273,274,Fanfare,False,465,filled
N,Misc: Household,,275-276,275,276,Fanning,False,465,filled
N,Misc: Household,,277-278,277,278,Five Fire,False,466,filled
N,Misc: Household,,279-280,279,280,Wind,False,466,filled
N,Misc: Household,,281-282,281,282,Fishing Lure,False,821,filled
N,Misc: Household,,283-284,283,284,of Angling,False,203,filled
N,Misc: Household,,285-286,285,286,of Exaggeration,False,482,filled
N,Misc: Household,,287-288,287,288,of Levitation,False,483,filled
N,Misc: Household,,289,289,289,of Monster Fishing,False,483,filled
N,Misc: Household,,290-291,290,291,of Rescue,False,483,filled
N,Misc: Household,,292-293,292,293,of Treasure Fishing,False,483,filled
N,Misc: Household,,294-295,294,295,Forge of Metal Protection,False,491,filled
N,Misc: Household,,296-297,296,297,Planar,False,491,filled
N,Misc: Household,,298-299,298,299,of Travel,False,1315,filled
N,Misc: Household,,300-301,300,301,Gauze of Appearance,False,512,filled
N,Misc: Household,,302-303,302,303,of Auctions,False,512,filled
N,Misc: Household,,304-305,304,305,of Authority,False,512,filled
N,Misc: Household,,306-307,306,307,of Order,False,512,filled
N,Misc: Household,,308-309,308,309,Gem Cutter's Tools of Sunndi,False,530; 1446,filled
N,Misc: Household,,310-311,310,311,Enchanted,False,21,filled
N,Misc: Household,,312,312,312,Gargoyle,False,302,filled
N,Misc: Household,,313-314,313,314,Griffon's Claw,False,503,filled
N,Misc: Household,,315-316,315,316,of Luckless Returning,False,527,filled
N,Misc: Household,,317-318,317,318,of Entrapment,False,234,filled
N,Misc: Household,,319-320,319,320,Layne's,False,560,filled
N,Misc: Household,,321-322,321,322,of Protection,False,1009,filled
N,Misc: Household,,323-324,323,324,of Length,False,566,filled
N,Misc: Household,,325-326,325,326,of Sneezing,False,566,filled
N,Misc: Household,,327-328,327,328,of Seker,False,567,filled
N,Misc: Household,,329-330,329,330,Spider,False,632,filled
N,Misc: Household,,331-332,331,332,of Locking,False,568,filled
N,Misc: Household,,333-334,333,334,of Reloading,False,569,filled
N,Misc: Household,,335-336,335,336,of Opening,False,231,filled
N,Misc: Household,,337,337,337,of Shrieking,False,596,filled
N,Misc: Household,,338-339,338,339,Hook of Adherence,False,599,filled
N,Misc: Household,,340-341,340,341,Auquhol's Type I,False,601,filled
N,Misc: Household,,342-343,342,343,Auquhol's Type II,False,601,filled
N,Misc: Household,,344-345,344,345,Auquhol's Type III,False,601,filled
N,Misc: Household,,346-347,346,347,Brindletople's Time Bomb,False,601,filled
N,Misc: Household,,348-349,348,349,of Fire and Ice,False,868,filled
N,Misc: Household,,350-351,350,351,Obedient,False,602,filled
N,Misc: Household,,352-353,352,353,of Seeing,False,528,filled
N,Misc: Household,,354-355,354,355,Timeglass of the Wizard,False,602,filled
N,Misc: Household,,356-357,356,357,of Timekeeping,False,43,filled
N,Misc: Household,,358-359,358,359,of Concealment,False,612,filled
N,Misc: Household,,360,360,360,Evefull,False,612,filled
N,Misc: Household,,361-362,361,362,of Scollmaking,False,612,filled
N,Misc: Household,,363-364,363,364,of Imprisonment,False,571,filled
N,Misc: Household,,365-366,365,366,of Opening,False,231,filled
N,Misc: Household,,367-368,367,368,of Steam,False,620,filled
N,Misc: Household,,369-370,369,370,Throwing,False,120,filled
N,Misc: Household,,371-372,371,372,of Transference,False,620,filled
N,Misc: Household,,373-374,373,374,Kaylan's Wooden Tray,False,101,filled
N,Misc: Household,,375-376,375,376,Courier,False,628,filled
N,Misc: Household,,377-378,377,378,Dowsing,False,628,filled
N,Misc: Household,,379-380,379,380,of Entrance,False,628,filled
N,Misc: Household,,381-382,381,382,Grave,False,628,filled
N,Misc: Household,,383-384,383,384,of Inquiry,False,628,filled
N,Misc: Household,,385-387,385,387,of Opening,False,231,filled
N,Misc: Household,,388-389,388,389,of Quinarost,False,629,filled
N,Misc: Household,,390-391,390,391,of Quinarost II,False,629,filled
N,Misc: Household,,392-393,392,393,of Quinarost III,False,629,filled
N,Misc: Household,,394-395,394,395,of Reunion,False,629,filled
N,Misc: Household,,396-397,396,397,Rogue's,False,631,filled
N,Misc: Household,,398-399,398,399,Saddle,False,631,filled
N,Misc: Household,,400-401,400,401,Shapeshifter,False,631,filled
N,Misc: Household,,402-403,402,403,of Silence,False,704; 705,filled
N,Misc: Household,,404-405,404,405,Silver of Portals,False,631,filled
N,Misc: Household,,406-407,406,407,of Sirdan,False,631,filled
N,Misc: Household,,408,408,408,Skeleton I,False,632,filled
N,Misc: Household,,409-410,409,410,Skeleton II,False,632,filled
N,Misc: Household,,411-412,411,412,Spider,False,632,filled
N,Misc: Household,,413-414,413,414,of Storage,False,633,filled
N,Misc: Household,,415-416,415,416,of Translation,False,633,filled
N,Misc: Household,,417-418,417,418,of Unlocking,False,633,filled
N,Misc: Household,,419-420,419,420,Wizard's,False,1018,filled
N,Misc: Household,,421-422,421,422,of Balance,False,381,filled
N,Misc: Household,,423-424,423,424,Benhi's Express,False,635,filled
N,Misc: Household,,425-426,425,426,of Climbing,False,1043,filled
N,Misc: Household,,427-428,427,428,of Inestimable Length,False,635,filled
N,Misc: Household,,429-430,429,430,of Candlemaking,False,635,filled
N,Misc: Household,,431-432,431,432,of Curing,False,751,filled
N,Misc: Household,,433,433,433,of Drinking,False,1121,filled
N,Misc: Household,,434-435,434,435,of Duplication,False,726,filled
N,Misc: Household,,436-437,436,437,Bashal's Tendrilight,False,636; 1143,filled
N,Misc: Household,,438-439,438,439,Byubo's of Audacity,False,637,filled
N,Misc: Household,,440-441,440,441,of Continual Light,False,1477,filled
N,Misc: Household,,442-443,442,443,Shuttered of Continual Light,False,637,filled
N,Misc: Household,,444-445,444,445,of Darkness,False,1477,filled
N,Misc: Household,,446-447,446,447,Dragon,False,1448,filled
N,Misc: Household,,448-449,448,449,Floor,False,640,filled
N,Misc: Household,,450-451,450,451,of the Four Winds,False,640,filled
N,Misc: Household,,452-453,452,453,of the Genies,False,1078,filled
N,Misc: Household,,454-455,454,455,Goldmane's Dazzler,False,640,filled
N,Misc: Household,,456,456,456,of Greyhawk,False,912,filled
N,Misc: Household,,457-458,457,458,of Honesty,False,641,filled
N,Misc: Household,,459-460,459,460,Hurricane,False,641,filled
N,Misc: Household,,461-462,461,462,of Ignition,False,641,filled
N,Misc: Household,,463-464,463,464,Illag's Abominable Beacon,False,641,filled
N,Misc: Household,,465-466,465,466,of Infinite Burning,False,642,filled
N,Misc: Household,,467-468,467,468,Krillus's Blazer,False,642,filled
N,Misc: Household,,469-470,469,470,of Lighting,False,374,filled
N,Misc: Household,,471-472,471,472,of Long Burning,False,643,filled
N,Misc: Household,,473-474,473,474,of Long Burning II,False,643,filled
N,Misc: Household,,475-476,475,476,Magic,False,741,filled
N,Misc: Household,,477-478,477,478,Malthrox's Shadowcaster,False,643,filled
N,Misc: Household,,479-480,479,480,Messakk's Eye,False,644,filled
N,Misc: Household,,481,481,481,of Multichromaticism,False,645,filled
N,Misc: Household,,482-483,482,483,of Plant Growth,False,882,filled
N,Misc: Household,,484-485,484,485,Shadow,False,255,filled
N,Misc: Household,,486-487,486,487,of Spying,False,353,filled
N,Misc: Household,,488-489,488,489,of Summoning,False,822,filled
N,Misc: Household,,490-491,490,491,Thessall's Wayguider,False,646,filled
N,Misc: Household,,492-493,492,493,of Timed Lighting,False,646,filled
N,Misc: Household,,494-495,494,495,Lizardskin Bed,False,140,filled
N,Misc: Household,,496-497,496,497,Nolte's Locks and Bolts,False,86,filled
N,Misc: Household,,498-499,498,499,Skie's Locks and Bolts,False,672,filled
N,Misc: Household,,500-501,500,501,of Burning,False,1530,filled
N,Misc: Household,,502-503,502,503,Combination,False,673,filled
N,Misc: Household,,504,504,504,of Floating,False,673,filled
N,Misc: Household,,505-506,505,506,of Ramming,False,673,filled
N,Misc: Household,,507-508,507,508,of Repetitive Burning,False,673,filled
N,Misc: Household,,509-510,509,510,of Rolling,False,160,filled
N,Misc: Household,,511-512,511,512,of Snoring,False,1054,filled
N,Misc: Household,,513-514,513,514,Magical,False,1284,filled
N,Misc: Household,,515-516,515,516,of Many Lights,False,710,filled
N,Misc: Household,,517-518,517,518,Baltron's Hand,False,723,filled
N,Misc: Household,,519-520,519,520,Barlithian's Mystical,False,723,filled
N,Misc: Household,,521-522,521,522,Black,False,675,filled
N,Misc: Household,,523-524,523,524,Blue,False,101,filled
N,Misc: Household,,525-526,525,526,Crystal,False,317,filled
N,Misc: Household,,527-528,527,528,of Curing,False,751,filled
N,Misc: Household,,529,529,529,of Duplication,False,726,filled
N,Misc: Household,,530-531,530,531,Emperor's,False,333,filled
N,Misc: Household,,532-533,532,533,of Enlightenment,False,727,filled
N,Misc: Household,,534-535,534,535,Evem's of Enviable Image,False,727,filled
N,Misc: Household,,536-537,536,537,of Fear,False,728,filled
N,Misc: Household,,538-539,538,539,Flaming of Tenh,False,728,filled
N,Misc: Household,,540-541,540,541,of Flattery,False,728,filled
N,Misc: Household,,542-543,542,543,Hassthak's of Sight and Sound,False,728,filled
N,Misc: Household,,544-545,544,545,of Images,False,904,filled
N,Misc: Household,,546-547,546,547,of Improved Travel,False,728,filled
N,Misc: Household,,548-549,548,549,of Lakes,False,729,filled
N,Misc: Household,,550-551,550,551,of Life Saving,False,729,filled
N,Misc: Household,,552,552,552,of Life Trapping,False,729; 731,filled
N,Misc: Household,,553-554,553,554,Malto's of Retention,False,729,filled
N,Misc: Household,,555-556,555,556,of Mental Prowess,False,730,filled
N,Misc: Household,,557-558,557,558,Murky,False,730,filled
N,Misc: Household,,559-560,559,560,Not-So-Funny Funhouse,False,730,filled
N,Misc: Household,,561-562,561,562,Nura D'Agor's of Life Trapping,False,732,filled
N,Misc: Household,,563-564,563,564,of Opposition,False,421,filled
N,Misc: Household,,565-566,565,566,of the Past,False,732,filled
N,Misc: Household,,567-568,567,568,of Portals,False,732,filled
N,Misc: Household,,569-570,569,570,Reading,False,592,filled
N,Misc: Household,,571-572,571,572,of Recall,False,886,filled
N,Misc: Household,,573-574,573,574,Red,False,807,filled
N,Misc: Household,,575-576,575,576,of Reflecting,False,733,filled
N,Misc: Household,,577,577,577,of Retention,False,729; 733,filled
N,Misc: Household,,578-579,578,579,of Reversal,False,733,filled
N,Misc: Household,,580-581,580,581,of Seeing,False,528,filled
N,Misc: Household,,582-583,582,583,of Sending,False,734,filled
N,Misc: Household,,584-585,584,585,of Simple Order,False,734,filled
N,Misc: Household,,586-587,586,587,of Sophistication,False,734,filled
N,Misc: Household,,588-589,588,589,Spell,False,1382,filled
N,Misc: Household,,590-591,590,591,of Spirit Seeing,False,735,filled
N,Misc: Household,,592-593,592,593,of Travel,False,1315,filled
N,Misc: Household,,594-595,594,595,of Truth,False,893,filled
N,Misc: Household,,596-597,596,597,of Vanity,False,735,filled
N,Misc: Household,,598-599,598,599,Yefar's Magic,False,736,filled
N,Misc: Household,,600,600,600,Yin-Yang,False,736,filled
N,Misc: Household,,601-602,601,602,Everproducing Rice,False,741,filled
N,Misc: Household,,603-604,603,604,Lorloveim's Obsidian,False,600,filled
N,Misc: Household,,605-606,605,606,Music Box,False,742,filled
N,Misc: Household,,607-608,607,608,of Lycanthrope Control,False,743,filled
N,Misc: Household,,609-610,609,610,of Mauling,False,743,filled
N,Misc: Household,,611-612,611,612,of Training,False,1558,filled
N,Misc: Household,,613-614,613,614,Blast Spike,False,745,filled
N,Misc: Household,,615-616,615,616,of Building,False,1024,filled
N,Misc: Household,,617-618,617,618,Death,False,1478,filled
N,Misc: Household,,619-620,619,620,Finger,False,480,filled
N,Misc: Household,,621-622,621,622,of Pointing,False,745,filled
N,Misc: Household,,623-624,623,624,of Securing,False,746,filled
N,Misc: Household,,625,625,625,of Silence,False,704; 705,filled
N,Misc: Household,,626-627,626,627,Ten-Penny,False,746,filled
N,Misc: Household,,628-629,628,629,of Death,False,1478,filled
N,Misc: Household,,630-631,630,631,of Lively Tattoos,False,753,filled
N,Misc: Household,,632-633,632,633,Magical Darning,False,754,filled
N,Misc: Household,,634-635,634,635,of Repair,False,754,filled
N,Misc: Household,,636-637,636,637,of Sewing,False,754,filled
N,Misc: Household,,638-639,638,639,of Sewing II,False,754,filled
N,Misc: Household,,640-641,640,641,Nefradina's Identifier,False,754,filled
N,Misc: Household,,642-643,642,643,Nefradina's Improved Identifier,False,755,filled
N,Misc: Household,,644-645,644,645,Oven of Heating,False,800,filled
N,Misc: Household,,646-647,646,647,of Cooking,False,802,filled
N,Misc: Household,,648,648,648,of Spicing,False,802,filled
N,Misc: Household,,649-650,649,650,of Excellence,False,809,filled
N,Misc: Household,,651-652,651,652,of Swift Writing,False,809,filled
N,Misc: Household,,653-654,653,654,of Truth,False,893,filled
N,Misc: Household,,655-656,655,656,of Earth Parting,False,835,filled
N,Misc: Household,,657-658,657,658,Cursed of Earth Parting,False,248; 249,filled
N,Misc: Household,,659-660,659,660,Desalination Tablet,False,837,filled
N,Misc: Household,,661-662,661,662,of Hangover Relief,False,837,filled
N,Misc: Household,,663-664,663,664,of Plentiful Water,False,1505,filled
N,Misc: Household,,665-666,665,666,Pillow of Regeneration,False,838,filled
N,Misc: Household,,667-668,667,668,Pipe of Heated Wind,False,650,filled
N,Misc: Household,,669-670,669,670,Book,False,189,filled
N,Misc: Household,,671-672,671,672,of Counterfeiting,False,839,filled
N,Misc: Household,,673,673,673,Dinner,False,839,filled
N,Misc: Household,,674-675,674,675,Leomund's,False,839,filled
N,Misc: Household,,676-677,676,677,Platter of Purity,False,839,filled
N,Misc: Household,,678-679,678,679,Platter of Purity II,False,839,filled
N,Misc: Household,,680-681,680,681,Draw,False,840,filled
N,Misc: Household,,682-683,682,683,of Fire Control,False,840,filled
N,Misc: Household,,684-685,684,685,of Searing,False,840,filled
N,Misc: Household,,686-687,686,687,of Summoning,False,822,filled
N,Misc: Household,,688-689,688,689,Pot of Plant Protection,False,851,filled
N,Misc: Household,,690-691,690,691,Block and Tackle,False,913,filled
N,Misc: Household,,692-693,692,693,Fish Hooks,False,627,filled
N,Misc: Household,,694-695,694,695,Flint,False,914,filled
N,Misc: Household,,696,696,696,Grappling Hook,False,550,filled
N,Misc: Household,,697-698,697,698,Musical Minstrel,False,1467,filled
N,Misc: Household,,699-700,699,700,Piton,False,914,filled
N,Misc: Household,,701-702,701,702,Weaponblack,False,915,filled
N,Misc: Household,,703-704,703,704,Whetstone,False,915,filled
N,Misc: Household,,705-706,705,706,of Copying,False,924,filled
N,Misc: Household,,707-708,707,708,of Erasing,False,1073,filled
N,Misc: Household,,709-710,709,710,of Forgery,False,924,filled
N,Misc: Household,,711-712,711,712,Kuroth's,False,925,filled
N,Misc: Household,,713-714,713,714,of Law,False,156,filled
N,Misc: Household,,715-716,715,716,of Longwriting,False,927,filled
N,Misc: Household,,717-718,717,718,of Necromancy,False,927,filled
N,Misc: Household,,719-720,719,720,Porcupine,False,927,filled
N,Misc: Household,,721,721,721,of Pyrophilius,False,927,filled
N,Misc: Household,,722-723,722,723,of Scribbling,False,927,filled
N,Misc: Household,,724-725,724,725,of Scroll Creation,False,927,filled
N,Misc: Household,,726-727,726,727,of Swift Writing,False,809,filled
N,Misc: Household,,728-729,728,729,of Transcription,False,928,filled
N,Misc: Household,,730-731,730,731,of Truth,False,893,filled
N,Misc: Household,,732-733,732,733,Windscribe,False,928,filled
N,Misc: Household,,734-735,734,735,Wondrous Writing Set,False,928,filled
N,Misc: Household,,736-737,736,737,Zello's of Law,False,156,filled
N,Misc: Household,,738-739,738,739,Rag of Drying,False,931,filled
N,Misc: Household,,740-741,740,741,of Climbing,False,1043,filled
N,Misc: Household,,742-743,742,743,of Iron,False,1484,filled
N,Misc: Household,,744,744,744,of Retrieval,False,274,filled
N,Misc: Household,,745-746,745,746,Ship,False,1086; 1108,filled
N,Misc: Household,,747-748,747,748,of Smoothing,False,932,filled
N,Misc: Household,,749-750,749,750,of Tracking,False,932,filled
N,Misc: Household,,751-752,751,752,Baltron's,False,723,filled
N,Misc: Household,,753-754,753,754,of Close Shaving,False,933,filled
N,Misc: Household,,755-756,755,756,of Truth,False,893,filled
N,Misc: Household,,757-758,757,758,of Climbing,False,1043,filled
N,Misc: Household,,759-760,759,760,of Constriction,False,1043,filled
N,Misc: Household,,761-762,761,762,of Entanglement,False,1043; 1044,filled
N,Misc: Household,,763-764,763,764,Hrulgin's of Entanglement,False,1043; 1044,filled
N,Misc: Household,,765-766,765,766,Infinite,False,1044,filled
N,Misc: Household,,767-768,767,768,Tallin's Tightrope,False,1043,filled
N,Misc: Household,,769,769,769,Salver of Growth,False,1052,filled
N,Misc: Household,,770-771,770,771,of Cutting,False,115,filled
N,Misc: Household,,772-773,772,773,of Mighty Cutting,False,1054,filled
N,Misc: Household,,774-775,774,775,of Snoring,False,1054,filled
N,Misc: Household,,776-777,776,777,Scale of Weighing,False,1055,filled
N,Misc: Household,,778-779,778,779,of Deception,False,1056,filled
N,Misc: Household,,780-781,780,781,of Vigor,False,1088,filled
N,Misc: Household,,782-783,782,783,Seat of Bane,False,1088,filled
N,Misc: Household,,784-785,784,785,Eternal Salt,False,1045,filled
N,Misc: Household,,786-787,786,787,Hugrin's Spice,False,1092,filled
N,Misc: Household,,788-789,788,789,of Animation,False,764,filled
N,Misc: Household,,790-791,790,791,of Digging,False,860,filled
N,Misc: Household,,792,792,792,Cursed of Digging,False,1071; 1072,filled
N,Misc: Household,,793-794,793,794,of Gravedigging,False,1114,filled
N,Misc: Household,,795-796,795,796,of Internment,False,1114,filled
N,Misc: Household,,797-798,797,798,Spade of Colossal Excavation,False,1114,filled
N,Misc: Household,,799-800,799,800,Slate of Identification,False,1118,filled
N,Misc: Household,,801-802,801,802,Aromatic,False,1122,filled
N,Misc: Household,,803-804,803,804,Bubble,False,1122,filled
N,Misc: Household,,805-806,805,806,Charged Eversmoking,False,199,filled
N,Misc: Household,,807-808,807,808,Eliminster's Eversmoking,False,199,filled
N,Misc: Household,,809-810,809,810,Permanent Eversmoking,False,1123,filled
N,Misc: Household,,811-812,811,812,Halfling,False,872,filled
N,Misc: Household,,813-814,813,814,Lasting,False,1123,filled
N,Misc: Household,,815-816,815,816,of Puckering,False,1125,filled
N,Misc: Household,,817,817,817,Self-Lighting,False,1126,filled
N,Misc: Household,,818-819,818,819,of Smoke Rings,False,1126,filled
N,Misc: Household,,820-821,820,821,of Smoking,False,1126,filled
N,Misc: Household,,822-823,822,823,of Snake Summoning,False,1126,filled
N,Misc: Household,,824-825,824,825,Cursed,False,1071; 1072,filled
N,Misc: Household,,826-827,826,827,Spinning Wheel,False,1271,filled
N,Misc: Household,,828-829,828,829,Birth,False,1466,filled
